Client Name,Fulfillment Location Name,Fulfillment Location City,Gate Entry ID,ASN ID,ASN Code,ASN Approved Quantity,GRN Date,GRN Start Time,Gate Entry Closed Time,Vendor Invoice No,Vendor Invoice Date,PO No,Parent Order ID,PO Date,Order Type,Vendor Name,Vendor City,Global SKU ID,Client SKU ID / EAN,SKU Desc,Brand,Category,Style,Size,Color,MRP,Recieved Qty,Pass Qty,Fail Qty,LR No,Vehicle No,HSN Code,Vendor Tin,Base Price,Received Value,IGST Rate,CGST Rate,SGST Rate,IGST Amount per Unit,CGST Amount per Unit,SGST Amount per Unit,Is Part of UOM
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007353,MPOR89SKOMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,SKO,725.0,23,23,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,5836.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007353,MPOR89SKOMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,SKO,725.0,48,48,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,12180.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007352,MPOR89SKOLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,SKO,725.0,7,7,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,1776.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007352,MPOR89SKOLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,SKO,725.0,24,24,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,6090.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007352,MPOR89SKOLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,SKO,725.0,80,80,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,20300.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007301,MPOR89SKO2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,SKO,725.0,15,15,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,3806.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1214007301,MPOR89SKO2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,SKO,725.0,56,56,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,14210.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618259,MPOR89NYBXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,NYB,725.0,15,15,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,3806.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618259,MPOR89NYBXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,NYB,725.0,96,96,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,24360.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618258,MPOR89NYBMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,NYB,725.0,16,16,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,4060.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618258,MPOR89NYBMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,NYB,725.0,56,56,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,14210.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618257,MPOR89NYBLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,NYB,725.0,8,8,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,2030.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618257,MPOR89NYBLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,NYB,725.0,16,16,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,4060.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618257,MPOR89NYBLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,NYB,725.0,88,88,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,22330.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618256,MPOR89NYB2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,NYB,725.0,15,15,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,3806.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1186618256,MPOR89NYB2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,NYB,725.0,56,56,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,14210.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874659,MPOR89LTGXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,LTG,725.0,8,8,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,2030.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874659,MPOR89LTGXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,LTG,725.0,8,8,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,2030.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874659,MPOR89LTGXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,LTG,725.0,96,96,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,24360.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874658,MPOR89LTGMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,LTG,725.0,72,72,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,18270.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874657,MPOR89LTGLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,LTG,725.0,15,15,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,3806.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874657,MPOR89LTGLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,LTG,725.0,8,8,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,2030.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874657,MPOR89LTGLAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,LTG,725.0,88,88,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,22330.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874653,MPOR89LTG2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,LTG,725.0,16,16,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,4060.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874653,MPOR89LTG2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,LTG,725.0,56,56,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,14210.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736544,MPOR89BOEXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,BOE,725.0,112,112,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,28420.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736542,MPOR89BOEMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,BOE,725.0,16,16,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,4060.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736542,MPOR89BOEMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,BOE,725.0,16,16,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,4060.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736542,MPOR89BOEMED,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,MED,BOE,725.0,40,40,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,10150.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736543,MPOR89BOELAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,BOE,725.0,8,8,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,2030.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736543,MPOR89BOELAR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,LAR,BOE,725.0,104,104,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,26390.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736545,MPOR89BOE2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,BOE,725.0,23,23,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,5836.25,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-05,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1206736545,MPOR89BOE2XL,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,2XL,BOE,725.0,48,48,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,12180.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-10,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874621,MPOR89BLKXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,BLK,725.0,8,8,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,2030.0,,,,,,,False
TECHNO SPORTSWEAR PRIVATE LIMITED,wms_bagalur,BAGALUR,5758,,,,2026-01-09,2026-01-05 16:09:11.844000,,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,HOWH2/INT/00631(OR89/22) MRP. 725,HOWH2/INT/00631(OR89/22) MRP. 725,2026-01-05,PURCHASE,TSPL,TIRUPUR,1171874621,MPOR89BLKXLR,OR89 Mens Solid Trackpant,TECHNOSPORT,Trackpants,OR89,XLR,BLK,725.0,41,41,0,N/A,N/A,61034300,33AAFCT5162N1Z1,253.75,10403.75,,,,,,,False
