GRN Date,Client SKU ID / EAN,Category,Style,Size,Color,MRP,Recieved Qty
02-08-2026,MTOR11OFW2XL,T-shirt,OR11,2XL,OFW,479,2
02-08-2026,MPP590NVY2XL,Trackpants,P590,2XL,NVY,699,1
02-08-2026,MPP590NVYXLR,Trackpants,P590,XLR,NVY,699,1
02-08-2026,MPP590NVYLAR,Trackpants,P590,LAR,NVY,699,1
02-08-2026,MPP590NVYMED,Trackpants,P590,MED,NVY,699,1
02-08-2026,MPOR19LGMXLR,Trackpants,OR19,XLR,LGM,659,1
02-08-2026,MPOR19LGMMED,Trackpants,OR19,MED,LGM,659,1
02-08-2026,MPOR19BLMMED,Trackpants,OR19,MED,BLM,659,1
02-08-2026,WTW105PCHXLR,T-shirt,W105,XLR,PCH,339,1
02-08-2026,WTW105PCHMED,T-shirt,W105,MED,PCH,339,1
02-08-2026,MIOR53IRG2XL,Trunks,OR53,2XL,IRG,199,3
02-08-2026,MJPM86NVYMED,Jacket,PM86,MED,NVY,829,1
10-08-2026,MFWS102NVY10,Shoes,S102,10,NVY,1299,44
10-08-2026,MFWS102NVY09,Shoes,S102,9,NVY,1299,148
10-08-2026,MFWS102NVY08,Shoes,S102,8,NVY,1299,180
10-08-2026,MFWS102NVY07,Shoes,S102,7,NVY,1299,140
10-08-2026,MFWS102NVY06,Shoes,S102,6,NVY,1299,83
10-08-2026,MFWS102CBL101299,Shoes,S102,10,CBL,1299,8
10-08-2026,MFWS102CBL091299,Shoes,S102,9,CBL,1299,14
10-08-2026,MFWS102CBL081299,Shoes,S102,8,CBL,1299,16
10-08-2026,MFWS102CBL071299,Shoes,S102,7,CBL,1299,12
10-08-2026,MFWS102CBL061299,Shoes,S102,6,CBL,1299,4
10-08-2026,MFWS102BLK10,Shoes,S102,10,BLK,1299,6
10-08-2026,MFWS102BLK08,Shoes,S102,8,BLK,1299,16
10-08-2026,MFWS102BLK07,Shoes,S102,7,BLK,1299,92
10-08-2026,MFWS102BLK06,Shoes,S102,6,BLK,1299,12
02-08-2026,MPOR89BLKMED,Trackpants,OR89,MED,BLK,725,1
01-08-2026,MTOR10SKOXLR339,T-shirt,OR10,XLR,SKO,339,1
01-08-2026,MVP905GVELAR,GYM VEST,P905,LAR,GVE,339,2
04-08-2026,MTOR41BMMXLR,T-shirt,OR41,XLR,BMM,499,1
01-08-2026,MPP735BLKLAR929,Joggers,P735,LAR,BLK,929,1
01-08-2026,MTP864SKYLAR,T-SHIRT,P864,LAR,SKY,649,1
10-08-2026,MTOR10BLKLAR,T-shirt,OR10,LAR,BLK,319,1
09-08-2026,MPOR99KHILAR,Cargo Trackpants,OR99,LAR,KHI,699,1
01-08-2026,MTP701AGYMED,T-shirt,P701,MED,AGY,449,1
05-08-2026,MTOR71BLK3XL579,T-shirt,OR71,3XL,BLK,579,1
01-08-2026,WTW112CHASML005,T-shirt,W112,SML,CHA,379,1
02-08-2026,MPP664ASHMED,Trackpants,P664,MED,ASH,699,1
05-08-2026,MVP784LRGLAR,Innerwear Vest,P784,LAR,LRG,499,8
05-08-2026,MVP784LGNXLR,Innerwear Vest,P784,XLR,LGN,499,2
05-08-2026,MVP778AGMLAR,GYM VEST,P778,LAR,AGM,359,4
05-08-2026,MTP848AGMLAR,T-Shirt,P848,LAR,AGM,420,3
05-08-2026,MTP824KHIXLR002,T-shirt,P824,XLR,KHI,459,3
05-08-2026,MTP808SKOLAR,T-Shirt,P808,LAR,SKO,379,1
05-08-2026,MTP805TRNLAR,T-Shirt,P805,LAR,TRN,449,1
05-08-2026,MTP805BLKXLR,T-shirt,P805,XLR,BLK,449,1
05-08-2026,MTP805BLKMED,T-shirt,P805,MED,BLK,449,1
05-08-2026,MTOR81VIOLAR,T-Shirt,OR81,LAR,VIO,549,1
05-08-2026,MTOR81BLKMED,T-shirt,OR81,MED,BLK,549,1
05-08-2026,MTOR41BLMMED004,T-shirt,OR41,MED,BLM,499,2
05-08-2026,MTOR40SKMMED,T-Shirt,OR40,MED,SKM,399,6
05-08-2026,MTOR40SKMLAR,T-Shirt,OR40,LAR,SKM,399,1
05-08-2026,MTOR40PLMLAR,T-Shirt,OR40,LAR,PLM,399,13
05-08-2026,MTOR40CMELAR,T-SHIRT,OR40,LAR,CME,399,8
05-08-2026,MTOR17VIOXLR,T-shirt,OR17,XLR,VIO,379,1
05-08-2026,MTOR17AQOXLR,T-shirt,OR17,XLR,AQO,360,1
05-08-2026,MTOR16MVOMEDNEW,T-Shirt,OR16,MED,MVO,475,1
05-08-2026,MTOR10MNB4XL,T-Shirt,OR10,4XL,MNB,399,1
05-08-2026,MSP774GFT2XL,Shorts,P774,2XL,GFT,699,3
05-08-2026,MSP656NYBMED,Shorts,P656,MED,NYB,495,7
05-08-2026,MSOR86NYBXLR,Shorts,OR86,XLR,NYB,579,4
05-08-2026,MSOR86BOELAR,Shorts,OR86,LAR,BOE,579,3
05-08-2026,MSOR86BOE2XL,Shorts,OR86,2XL,BOE,579,3
05-08-2026,MPP831TRNXLR,Trackpants,P831,XLR,TRN,649,2
05-08-2026,MPP734SKOLAR,Trackpants,P734,LAR,SKO,649,1
05-08-2026,MPP722IRGMED,Joggers,P722,MED,IRG,799,1
05-08-2026,MPP721LTGXLR,Joggers,P721,XLR,LTG,799,3
05-08-2026,MPP721LTGMED,Joggers,P721,MED,LTG,799,3
05-08-2026,MPP676LTG2XL,Joggers,P676,2XL,LTG,759,5
05-08-2026,MPP676BLK2XL,Joggers,P676,2XL,BLK,759,4
05-08-2026,MPOR29BTE2XL,Trackpants,OR29,2XL,BTE,739,1
05-08-2026,MPOR25TRN4XL,Trackpants,OR25,4XL,TRN,739,1
05-08-2026,MPOR229SKO2XL,Trackpants,OR229,2XL,SKO,699,2
05-08-2026,MPOR19LGMLAR,Trackpants,OR19,LAR,LGM,659,1
05-08-2026,MPOR19LGM2XL,Trackpants,OR19,2XL,LGM,659,1
05-08-2026,BTB211TEL12Y,T-shirt,B211,12Y,TEL,349,1
05-08-2026,BPBR35TRN10Y,Joggers,BR35,10Y,TRN,659,1
05-08-2026,BPBR35BSO08Y,Joggers,BR35,08Y,BSO,659,1
06-08-2026,WJWM86CNGLAR,JACKET,WM86,LAR,CNG,779,1
06-08-2026,WJWM86AGYXLR,JACKET,WM86,XLR,AGY,779,1
06-08-2026,MTP870GMRXLR,T-shirt,P870,XLR,GMR,675,1
06-08-2026,MTP870GMR2XL,T-shirt,P870,2XL,GMR,675,1
06-08-2026,MTP870BWSXLR,T-shirt,P870,XLR,BWS,675,1
06-08-2026,MTP870BWSLAR,T-shirt,P870,LAR,BWS,675,1
06-08-2026,MTP747CBTMED002,T-shirt,P747,MED,CBT,455,2
06-08-2026,MPP831SKO2XL,Trackpants,P831,2XL,SKO,649,1
06-08-2026,MPP831LTGLAR,Trackpants,P831,LAR,LTG,649,1
06-08-2026,MPP721SKOXLR,Joggers,P721,XLR,SKO,799,1
06-08-2026,MPP721NYBXLR,Joggers,P721,XLR,NYB,799,1
06-08-2026,MPP675VIOMED,Trackpants,P675,MED,VIO,799,1
06-08-2026,MPP675NYB2XL,Trackpants,P675,2XL,NYB,799,1
06-08-2026,MPP675KHILAR,Cargo Trackpants,P675,LAR,KHI,799,2
06-08-2026,MPOR99WLG2XL,Cargo Trackpants,OR99,2XL,WLG,699,1
06-08-2026,MPOR99KHIMED,Cargo Trackpants,OR99,MED,KHI,699,1
06-08-2026,MPOR99KHILAR,Cargo Trackpants,OR99,LAR,KHI,699,1
06-08-2026,MPOR99BLKXLR,Cargo Trackpants,OR99,XLR,BLK,699,1
06-08-2026,MTP747CBHLAR007,T-shirt,P747,LAR,CBH,455,1
01-08-2026,WTW192MNBMED,T-shirt,W192,MED,MNB,529,30
01-08-2026,WTW192MNBLAR,T-shirt,W192,LAR,MNB,529,28
01-08-2026,WTW192MNBXLR,T-shirt,W192,XLR,MNB,529,30
01-08-2026,WTW192LLCMED,T-shirt,W192,MED,LLC,529,30
01-08-2026,WTW192LLCLAR,T-shirt,W192,LAR,LLC,529,30
06-08-2026,WTW192LLCXLR,T-shirt,W192,XLR,LLC,529,1
01-08-2026,WTW192LLCXLR,T-shirt,W192,XLR,LLC,529,30
06-08-2026,WTW192CHAMED,T-shirt,W192,MED,CHA,529,1
01-08-2026,WTW192CHAMED,T-shirt,W192,MED,CHA,529,28
01-08-2026,WTW192CHALAR,T-shirt,W192,LAR,CHA,529,31
01-08-2026,WTW192CHAXLR,T-shirt,W192,XLR,CHA,529,30
01-08-2026,WTW192GFTMED,T-shirt,W192,MED,GFT,529,30
01-08-2026,WTW192GFTLAR,T-shirt,W192,LAR,GFT,529,30
01-08-2026,WTW192GFTXLR,T-shirt,W192,XLR,GFT,529,31
01-08-2026,WTW192BLKMED,T-shirt,W192,MED,BLK,529,30
01-08-2026,WTW192BLKLAR,T-shirt,W192,LAR,BLK,529,30
01-08-2026,WTW192BLKXLR,T-shirt,W192,XLR,BLK,529,30
06-08-2026,WTW192GVEMED,T-shirt,W192,MED,GVE,529,1
01-08-2026,WTW192GVEMED,T-shirt,W192,MED,GVE,529,30
01-08-2026,WTW192GVELAR,T-shirt,W192,LAR,GVE,529,30
06-08-2026,WTW192GVEXLR,T-shirt,W192,XLR,GVE,529,1
01-08-2026,WTW192GVEXLR,T-shirt,W192,XLR,GVE,529,30
01-08-2026,MTP961BLKMED,T-shirt,P961,MED,BLK,549,30
01-08-2026,MTP961BLKLAR,T-shirt,P961,LAR,BLK,549,30
01-08-2026,MTP961BLKXLR,T-shirt,P961,XLR,BLK,549,30
01-08-2026,MTP961HBEMED,T-shirt,P961,MED,HBE,549,30
01-08-2026,MTP961HBELAR,T-shirt,P961,LAR,HBE,549,30
01-08-2026,MTP961HBEXLR,T-shirt,P961,XLR,HBE,549,30
01-08-2026,MTP961OBRMED,T-shirt,P961,MED,OBR,549,30
01-08-2026,MTP961OBRLAR,T-shirt,P961,LAR,OBR,549,30
01-08-2026,MTP961OBRXLR,T-shirt,P961,XLR,OBR,549,31
06-08-2026,MTP961TELMED,T-shirt,P961,MED,TEL,549,1
01-08-2026,MTP961TELMED,T-shirt,P961,MED,TEL,549,30
01-08-2026,MTP961TELLAR,T-shirt,P961,LAR,TEL,549,30
01-08-2026,MTP961TELXLR,T-shirt,P961,XLR,TEL,549,30
01-08-2026,MTP961ASHMED,T-shirt,P961,MED,ASH,549,30
01-08-2026,MTP961ASHLAR,T-shirt,P961,LAR,ASH,549,30
01-08-2026,MTP961ASHXLR,T-shirt,P961,XLR,ASH,549,30
01-08-2026,MTP961MONMED,T-shirt,P961,MED,MON,549,30
01-08-2026,MTP961MONLAR,T-shirt,P961,LAR,MON,549,30
01-08-2026,MTP961MONXLR,T-shirt,P961,XLR,MON,549,30
02-08-2026,BPB167IRG10Y,Cargo Trackpants,B167,10Y,IRG,619,6
01-08-2026,BPB167IRG12Y,Cargo Trackpants,B167,12Y,IRG,619,6
01-08-2026,BPB167IRG14Y,Cargo Trackpants,B167,14Y,IRG,619,6
01-08-2026,BPB167KHI14Y,Cargo Trackpants,B167,14Y,KHI,619,6
01-08-2026,BPB167KHI12Y,Cargo Trackpants,B167,12Y,KHI,619,6
01-08-2026,BPB167BLK14Y,Cargo Trackpants,B167,14Y,BLK,619,2
01-08-2026,BPB167GFT14Y,Trackpants,B167,14Y,GFT,669,6
01-08-2026,BPB167GFT12Y,Trackpants,B167,12Y,GFT,669,6
01-08-2026,BPB167GFT10Y,Trackpants,B167,10Y,GFT,669,6
01-08-2026,BPB167GFT08Y,Trackpants,B167,08Y,GFT,669,6
02-08-2026,MTP945YLWXLR,t-shirt,P945,XLR,YLW,389,24
01-08-2026,MTP945YLWXLR,t-shirt,P945,XLR,YLW,389,18
02-08-2026,MTP945YLWSML,t-shirt,P945,SML,YLW,389,18
02-08-2026,MTP945YLWMED,t-shirt,P945,MED,YLW,389,6
01-08-2026,MTP945YLWMED,t-shirt,P945,MED,YLW,389,18
01-08-2026,MTP945YLWLAR,t-shirt,P945,LAR,YLW,389,42
01-08-2026,MTP945YLW2XL,t-shirt,P945,2XL,YLW,389,24
06-08-2026,MTP945WLGXLR,t-shirt,P945,XLR,WLG,389,1
01-08-2026,MTP945WLGXLR,t-shirt,P945,XLR,WLG,389,42
01-08-2026,MTP945WLGSML,t-shirt,P945,SML,WLG,389,18
06-08-2026,MTP945WLGMED,t-shirt,P945,MED,WLG,389,1
01-08-2026,MTP945WLGMED,t-shirt,P945,MED,WLG,389,24
01-08-2026,MTP945WLGLAR,t-shirt,P945,LAR,WLG,389,42
06-08-2026,MTP945WLG2XL,t-shirt,P945,2XL,WLG,389,1
01-08-2026,MTP945WLG2XL,t-shirt,P945,2XL,WLG,389,23
02-08-2026,MTP945TELXLR,t-shirt,P945,XLR,TEL,389,24
01-08-2026,MTP945TELXLR,t-shirt,P945,XLR,TEL,389,18
02-08-2026,MTP945TELSML,t-shirt,P945,SML,TEL,389,12
01-08-2026,MTP945TELSML,t-shirt,P945,SML,TEL,389,6
01-08-2026,MTP945TELMED,t-shirt,P945,MED,TEL,389,24
02-08-2026,MTP945TELLAR,t-shirt,P945,LAR,TEL,389,12
01-08-2026,MTP945TELLAR,t-shirt,P945,LAR,TEL,389,30
06-08-2026,MTP945TEL2XL,t-shirt,P945,2XL,TEL,389,1
02-08-2026,MTP945TEL2XL,t-shirt,P945,2XL,TEL,389,12
01-08-2026,MTP945TEL2XL,t-shirt,P945,2XL,TEL,389,12
01-08-2026,MTP945MNBXLR,t-shirt,P945,XLR,MNB,389,42
01-08-2026,MTP945MNBSML,t-shirt,P945,SML,MNB,389,24
01-08-2026,MTP945MNBMED,t-shirt,P945,MED,MNB,389,24
06-08-2026,MTP945MNBLAR,t-shirt,P945,LAR,MNB,389,1
01-08-2026,MTP945MNBLAR,t-shirt,P945,LAR,MNB,389,35
01-08-2026,MTP945MNB2XL,t-shirt,P945,2XL,MNB,389,24
01-08-2026,MTP945CFKXLR,t-shirt,P945,XLR,CFK,389,30
01-08-2026,MTP945CFKSML,t-shirt,P945,SML,CFK,389,12
01-08-2026,MTP945CFKMED,t-shirt,P945,MED,CFK,389,24
01-08-2026,MTP945CFKLAR,t-shirt,P945,LAR,CFK,389,42
01-08-2026,MTP945CFK2XL,t-shirt,P945,2XL,CFK,389,24
01-08-2026,MTP945ASHXLR,t-shirt,P945,XLR,ASH,389,43
01-08-2026,MTP945ASHSML,t-shirt,P945,SML,ASH,389,18
01-08-2026,MTP945ASHMED,t-shirt,P945,MED,ASH,389,24
02-08-2026,MTP945ASHLAR,t-shirt,P945,LAR,ASH,389,12
01-08-2026,MTP945ASHLAR,t-shirt,P945,LAR,ASH,389,30
01-08-2026,MTP945ASH2XL,t-shirt,P945,2XL,ASH,389,24
02-08-2026,WBW146WLGXLR002,SPORTS BRA,W146,XLR,WLG,575,12
01-08-2026,WBW146WLGXLR002,SPORTS BRA,W146,XLR,WLG,575,12
01-08-2026,WBW146WLGSML002,SPORTS BRA,W146,SML,WLG,575,12
02-08-2026,WBW146WLGMED002,SPORTS BRA,W146,MED,WLG,575,6
01-08-2026,WBW146WLGMED002,SPORTS BRA,W146,MED,WLG,575,12
02-08-2026,WBW146WLGLAR002,SPORTS BRA,W146,LAR,WLG,575,18
01-08-2026,WBW146WLGLAR002,SPORTS BRA,W146,LAR,WLG,575,6
01-08-2026,WBW146WLG2XL002,SPORTS BRA,W146,2XL,WLG,575,6
06-08-2026,WBW146VIOXLR002,SPORTS BRA,W146,XLR,VIO,575,1
01-08-2026,WBW146VIOXLR002,SPORTS BRA,W146,XLR,VIO,575,24
01-08-2026,WBW146VIOSML002,SPORTS BRA,W146,SML,VIO,575,12
01-08-2026,WBW146VIOMED002,SPORTS BRA,W146,MED,VIO,575,18
02-08-2026,WBW146VIOLAR002,SPORTS BRA,W146,LAR,VIO,575,6
01-08-2026,WBW146VIOLAR002,SPORTS BRA,W146,LAR,VIO,575,18
01-08-2026,WBW146VIO2XL002,SPORTS BRA,W146,2XL,VIO,575,6
06-08-2026,WBW146MTGXLR002,SPORTS BRA,W146,XLR,MTG,575,1
01-08-2026,WBW146MTGXLR002,SPORTS BRA,W146,XLR,MTG,575,24
02-08-2026,WBW146MTGSML002,SPORTS BRA,W146,SML,MTG,575,6
01-08-2026,WBW146MTGSML002,SPORTS BRA,W146,SML,MTG,575,6
01-08-2026,WBW146MTGMED002,SPORTS BRA,W146,MED,MTG,575,18
01-08-2026,WBW146MTGLAR002,SPORTS BRA,W146,LAR,MTG,575,24
01-08-2026,WBW146MTG2XL002,SPORTS BRA,W146,2XL,MTG,575,6
02-08-2026,WBW146LLCXLR002,SPORTS BRA,W146,XLR,LLC,575,12
01-08-2026,WBW146LLCXLR002,SPORTS BRA,W146,XLR,LLC,575,12
01-08-2026,WBW146LLCSML002,SPORTS BRA,W146,SML,LLC,575,12
01-08-2026,WBW146LLCMED002,SPORTS BRA,W146,MED,LLC,575,18
02-08-2026,WBW146LLCLAR002,SPORTS BRA,W146,LAR,LLC,575,12
01-08-2026,WBW146LLCLAR002,SPORTS BRA,W146,LAR,LLC,575,12
02-08-2026,WBW146LLC2XL002,SPORTS BRA,W146,2XL,LLC,575,6
02-08-2026,WBW146GFTXLR002,SPORTS BRA,W146,XLR,GFT,575,6
01-08-2026,WBW146GFTXLR002,SPORTS BRA,W146,XLR,GFT,575,18
02-08-2026,WBW146GFTSML002,SPORTS BRA,W146,SML,GFT,575,6
01-08-2026,WBW146GFTSML002,SPORTS BRA,W146,SML,GFT,575,6
01-08-2026,WBW146GFTMED002,SPORTS BRA,W146,MED,GFT,575,18
02-08-2026,WBW146GFTLAR002,SPORTS BRA,W146,LAR,GFT,575,6
01-08-2026,WBW146GFTLAR002,SPORTS BRA,W146,LAR,GFT,575,18
01-08-2026,WBW146GFT2XL002,SPORTS BRA,W146,2XL,GFT,575,6
02-08-2026,WBW146CHAXLR002,SPORTS BRA,W146,XLR,CHA,575,6
01-08-2026,WBW146CHAXLR002,SPORTS BRA,W146,XLR,CHA,575,18
01-08-2026,WBW146CHASML002,SPORTS BRA,W146,SML,CHA,575,12
01-08-2026,WBW146CHAMED002,SPORTS BRA,W146,MED,CHA,575,18
02-08-2026,WBW146CHALAR002,SPORTS BRA,W146,LAR,CHA,575,6
01-08-2026,WBW146CHALAR002,SPORTS BRA,W146,LAR,CHA,575,18
01-08-2026,WBW146CHA2XL002,SPORTS BRA,W146,2XL,CHA,575,6
02-08-2026,MPP896WLGXLR,Trouser,P896,XLR,WLG,899,6
01-08-2026,MPP896WLGXLR,Trouser,P896,XLR,WLG,899,18
02-08-2026,MPP896WLGMED,Trouser,P896,MED,WLG,899,6
01-08-2026,MPP896WLGMED,Trouser,P896,MED,WLG,899,12
02-08-2026,MPP896WLGLAR,Trouser,P896,LAR,WLG,899,6
01-08-2026,MPP896WLGLAR,Trouser,P896,LAR,WLG,899,18
02-08-2026,MPP896WLG2XL,Trouser,P896,2XL,WLG,899,18
02-08-2026,MPP896NYBXLR,Trouser,P896,XLR,NYB,899,6
01-08-2026,MPP896NYBXLR,Trouser,P896,XLR,NYB,899,18
01-08-2026,MPP896NYBMED,Trouser,P896,MED,NYB,899,18
02-08-2026,MPP896NYBLAR,Trouser,P896,LAR,NYB,899,18
01-08-2026,MPP896NYBLAR,Trouser,P896,LAR,NYB,899,6
02-08-2026,MPP896NYB2XL,Trouser,P896,2XL,NYB,899,18
02-08-2026,MPP896KHIXLR,Trouser,P896,XLR,KHI,899,12
01-08-2026,MPP896KHIXLR,Trouser,P896,XLR,KHI,899,12
02-08-2026,MPP896KHIMED,Trouser,P896,MED,KHI,899,6
01-08-2026,MPP896KHIMED,Trouser,P896,MED,KHI,899,12
02-08-2026,MPP896KHILAR,Trouser,P896,LAR,KHI,899,6
01-08-2026,MPP896KHILAR,Trouser,P896,LAR,KHI,899,18
02-08-2026,MPP896KHI2XL,Trouser,P896,2XL,KHI,899,13
01-08-2026,MPP896KHI2XL,Trouser,P896,2XL,KHI,899,6
02-08-2026,MPP896GFTXLR,Trouser,P896,XLR,GFT,899,12
01-08-2026,MPP896GFTXLR,Trouser,P896,XLR,GFT,899,12
01-08-2026,MPP896GFTMED,Trouser,P896,MED,GFT,899,18
02-08-2026,MPP896GFTLAR,Trouser,P896,LAR,GFT,899,23
02-08-2026,MPP896GFT2XL,Trouser,P896,2XL,GFT,899,18
01-08-2026,MPP896BLKXLR,Trouser,P896,XLR,BLK,899,24
02-08-2026,MPP896BLKMED,Trouser,P896,MED,BLK,899,6
01-08-2026,MPP896BLKMED,Trouser,P896,MED,BLK,899,12
02-08-2026,MPP896BLKLAR,Trouser,P896,LAR,BLK,899,6
01-08-2026,MPP896BLKLAR,Trouser,P896,LAR,BLK,899,18
01-08-2026,MPP896BLK2XL,Trouser,P896,2XL,BLK,899,18
01-08-2026,MPP590WLGXLR,Trackpants,P590,XLR,WLG,699,8
01-08-2026,MPP590WLGMED,Trackpants,P590,MED,WLG,699,16
01-08-2026,MPP590WLGLAR,Trackpants,P590,LAR,WLG,699,16
01-08-2026,MPP590WLG2XL,Trackpants,P590,2XL,WLG,699,8
01-08-2026,MPP590SKOXLR,Trackpants,P590,XLR,SKO,699,8
01-08-2026,MPP590SKOMED,Trackpants,P590,MED,SKO,699,16
02-08-2026,MPP590SKOLAR,Trackpants,P590,LAR,SKO,699,8
01-08-2026,MPP590SKOLAR,Trackpants,P590,LAR,SKO,699,8
06-08-2026,MPP590SKO2XL,Trackpants,P590,2XL,SKO,699,1
02-08-2026,MPP590SKO2XL,Trackpants,P590,2XL,SKO,699,8
01-08-2026,MPP590NYBXLR,Trackpants,P590,XLR,NYB,699,8
02-08-2026,MPP590NYBMED,Trackpants,P590,MED,NYB,699,8
01-08-2026,MPP590NYBMED,Trackpants,P590,MED,NYB,699,8
02-08-2026,MPP590NYBLAR,Trackpants,P590,LAR,NYB,699,8
01-08-2026,MPP590NYBLAR,Trackpants,P590,LAR,NYB,699,8
02-08-2026,MPP590NYB2XL,Trackpants,P590,2XL,NYB,699,8
02-08-2026,MPP590LTGXLR,Trackpants,P590,XLR,LTG,699,8
06-08-2026,MPP590LTGMED,Trackpants,P590,MED,LTG,699,1
01-08-2026,MPP590LTGMED,Trackpants,P590,MED,LTG,699,16
02-08-2026,MPP590LTGLAR,Trackpants,P590,LAR,LTG,699,8
01-08-2026,MPP590LTGLAR,Trackpants,P590,LAR,LTG,699,8
02-08-2026,MPP590LTG2XL,Trackpants,P590,2XL,LTG,699,8
01-08-2026,MPP590CNGXLR,Trackpants,P590,XLR,CNG,699,8
02-08-2026,MPP590CNGMED,Trackpants,P590,MED,CNG,699,8
01-08-2026,MPP590CNGMED,Trackpants,P590,MED,CNG,699,8
01-08-2026,MPP590CNGLAR,Trackpants,P590,LAR,CNG,699,16
01-08-2026,MPP590CNG2XL,Trackpants,P590,2XL,CNG,699,8
02-08-2026,MPP590BWGXLR,Trackpants,P590,XLR,BWG,699,8
01-08-2026,MPP590BWGMED,Trackpants,P590,MED,BWG,699,16
01-08-2026,MPP590BWGLAR,Trackpants,P590,LAR,BWG,699,16
01-08-2026,MPP590BWG2XL,Trackpants,P590,2XL,BWG,699,8
01-08-2026,MPP590BOEXLR,Trackpants,P590,XLR,BOE,699,8
02-08-2026,MPP590BOEMED,Trackpants,P590,MED,BOE,699,16
01-08-2026,MPP590BOELAR,Trackpants,P590,LAR,BOE,699,16
01-08-2026,MPP590BOE2XL,Trackpants,P590,2XL,BOE,699,8
02-08-2026,MPP590BLGXLR,Trackpants,P590,XLR,BLG,699,8
02-08-2026,MPP590BLGMED,Trackpants,P590,MED,BLG,699,8
01-08-2026,MPP590BLGMED,Trackpants,P590,MED,BLG,699,8
02-08-2026,MPP590BLGLAR,Trackpants,P590,LAR,BLG,699,8
01-08-2026,MPP590BLGLAR,Trackpants,P590,LAR,BLG,699,9
02-08-2026,MPP590BLG2XL,Trackpants,P590,2XL,BLG,699,8
06-08-2026,MTP951YLWXLR,T-SHIRT,P951,XLR,YLW,599,1
01-08-2026,MTP951YLWXLR,T-SHIRT,P951,XLR,YLW,599,24
01-08-2026,MTP951YLWSML,T-SHIRT,P951,SML,YLW,599,12
02-08-2026,MTP951YLWMED,T-SHIRT,P951,MED,YLW,599,12
01-08-2026,MTP951YLWMED,T-SHIRT,P951,MED,YLW,599,6
02-08-2026,MTP951YLWLAR,T-SHIRT,P951,LAR,YLW,599,18
01-08-2026,MTP951YLWLAR,T-SHIRT,P951,LAR,YLW,599,6
01-08-2026,MTP951YLW2XL,T-SHIRT,P951,2XL,YLW,599,12
02-08-2026,MTP951WLGXLR,T-SHIRT,P951,XLR,WLG,599,12
01-08-2026,MTP951WLGXLR,T-SHIRT,P951,XLR,WLG,599,12
02-08-2026,MTP951WLGSML,T-SHIRT,P951,SML,WLG,599,12
06-08-2026,MTP951WLGMED,T-SHIRT,P951,MED,WLG,599,1
02-08-2026,MTP951WLGMED,T-SHIRT,P951,MED,WLG,599,12
01-08-2026,MTP951WLGMED,T-SHIRT,P951,MED,WLG,599,6
01-08-2026,MTP951WLGLAR,T-SHIRT,P951,LAR,WLG,599,24
02-08-2026,MTP951WLG2XL,T-SHIRT,P951,2XL,WLG,599,6
01-08-2026,MTP951WLG2XL,T-SHIRT,P951,2XL,WLG,599,6
02-08-2026,MTP951TELXLR,T-SHIRT,P951,XLR,TEL,599,18
01-08-2026,MTP951TELXLR,T-SHIRT,P951,XLR,TEL,599,6
01-08-2026,MTP951TELSML,T-SHIRT,P951,SML,TEL,599,12
02-08-2026,MTP951TELMED,T-SHIRT,P951,MED,TEL,599,18
02-08-2026,MTP951TELLAR,T-SHIRT,P951,LAR,TEL,599,12
01-08-2026,MTP951TELLAR,T-SHIRT,P951,LAR,TEL,599,12
06-08-2026,MTP951TEL2XL,T-SHIRT,P951,2XL,TEL,599,1
01-08-2026,MTP951TEL2XL,T-SHIRT,P951,2XL,TEL,599,12
02-08-2026,MTP951MNBXLR,T-SHIRT,P951,XLR,MNB,599,18
01-08-2026,MTP951MNBXLR,T-SHIRT,P951,XLR,MNB,599,6
06-08-2026,MTP951MNBSML,T-SHIRT,P951,SML,MNB,599,1
02-08-2026,MTP951MNBSML,T-SHIRT,P951,SML,MNB,599,6
01-08-2026,MTP951MNBSML,T-SHIRT,P951,SML,MNB,599,6
02-08-2026,MTP951MNBMED,T-SHIRT,P951,MED,MNB,599,18
02-08-2026,MTP951MNBLAR,T-SHIRT,P951,LAR,MNB,599,18
01-08-2026,MTP951MNBLAR,T-SHIRT,P951,LAR,MNB,599,6
02-08-2026,MTP951MNB2XL,T-SHIRT,P951,2XL,MNB,599,12
06-08-2026,MTP951CFKXLR,T-SHIRT,P951,XLR,CFK,599,1
01-08-2026,MTP951CFKXLR,T-SHIRT,P951,XLR,CFK,599,24
02-08-2026,MTP951CFKSML,T-SHIRT,P951,SML,CFK,599,12
01-08-2026,MTP951CFKMED,T-SHIRT,P951,MED,CFK,599,18
01-08-2026,MTP951CFKLAR,T-SHIRT,P951,LAR,CFK,599,24
02-08-2026,MTP951CFK2XL,T-SHIRT,P951,2XL,CFK,599,6
01-08-2026,MTP951CFK2XL,T-SHIRT,P951,2XL,CFK,599,6
01-08-2026,MTP951ASHXLR,T-SHIRT,P951,XLR,ASH,599,24
01-08-2026,MTP951ASHSML,T-SHIRT,P951,SML,ASH,599,12
01-08-2026,MTP951ASHMED,T-SHIRT,P951,MED,ASH,599,18
02-08-2026,MTP951ASHLAR,T-SHIRT,P951,LAR,ASH,599,18
01-08-2026,MTP951ASHLAR,T-SHIRT,P951,LAR,ASH,599,6
06-08-2026,MTP951ASH2XL,T-SHIRT,P951,2XL,ASH,599,1
02-08-2026,MTP951ASH2XL,T-SHIRT,P951,2XL,ASH,599,12
